Match String,Account,Count
AMZN,df1e07f21d38182fee90d4e4d737885b,1
APPLE.COM,1a1e807bb6b6ff4bf41a257ea9ca1900,1
AR,04a7690b02bdb2e539fbd4f85d8f453e,12
AR,04b323e67da5747dc8a4c6f1d7c34c51,3
AR,17d985883739377953ef76e0210ce0a0,1
AR,4e935322252d56aba9d2ceaeed485c12,1
AR,50937ec957782cd8f18233c508be1737,1
AR,7618255a0425418dadc8d4f9cd85d069,3
AR,93733f0928be8bab19cd0c90ed71c142,1
AR,93e593ba7d44f59e8fa9fb079b1ed3e2,1
AR,ab80d703caec17eca52c760dc5935809,1
AR,bcaf6ad9c34d03ff9933689a6c03574f,5
AR,d7a60cae9fe46db5d0c435cf620d0de5,13
AR,ea8decf466de9f6f01618527c84da650,5
AS,d7a60cae9fe46db5d0c435cf620d0de5,1
AT&T,a46f6529260e44fd0af2fd36bc6ad749,1
AT,1134918a30a364f9c66478be8e639e6f,4
AU,bcaf6ad9c34d03ff9933689a6c03574f,2
AUSTIN,39361affc465a43658680e8a390bb292,1
AUTO,1134918a30a364f9c66478be8e639e6f,1
AUTOMARK,1134918a30a364f9c66478be8e639e6f,1
AUTOZONE,1134918a30a364f9c66478be8e639e6f,2
AUTOZONE,ccf4cfde29e7cdf7c7d53c106f66f4e9,1
AW,04a7690b02bdb2e539fbd4f85d8f453e,1
AW,bcaf6ad9c34d03ff9933689a6c03574f,1
AX,d7a60cae9fe46db5d0c435cf620d0de5,1
AY,bcaf6ad9c34d03ff9933689a6c03574f,1
Adjustments-Fees,dbc4af845c978c7f15db6ede2fd327b6,1
Adjustments,dbc4af845c978c7f15db6ede2fd327b6,1
Amazon.com,d7a60cae9fe46db5d0c435cf620d0de5,1
Amazon,04a7690b02bdb2e539fbd4f85d8f453e,1
Amazon,04b323e67da5747dc8a4c6f1d7c34c51,27
Amazon,1a1e807bb6b6ff4bf41a257ea9ca1900,5
Amazon,49ac2e2fa75835ca7be95ed7b2368594,1
Amazon,4e935322252d56aba9d2ceaeed485c12,3
Amazon,50937ec957782cd8f18233c508be1737,7
Amazon,7618255a0425418dadc8d4f9cd85d069,2
Amazon,86c343dd4d1da8c2dde1c1d3b97197ef,1
Amazon,90cae3a62c56e4f550e67111739f194b,12
Amazon,93733f0928be8bab19cd0c90ed71c142,1
Amazon,93e593ba7d44f59e8fa9fb079b1ed3e2,18
Amazon,9583c170669c4320976116d957a28946,1
Amazon,a410d697dc3a21c5fd21c47e04484abd,6
Amazon,a4b36e9041287ae8b70077e5f79cfc08,2
Amazon,ab80d703caec17eca52c760dc5935809,3
Amazon,d7a60cae9fe46db5d0c435cf620d0de5,1
Amazon,d9eeb45c18bffff30eb115d2d333501a,1
Amazon,df1e07f21d38182fee90d4e4d737885b,3
Amazon,ea8decf466de9f6f01618527c84da650,5
Amazon,ef115ce59ec47732fca0f66d6e40cb00,1
AplPay,1134918a30a364f9c66478be8e639e6f,2
AplPay,1a1e807bb6b6ff4bf41a257ea9ca1900,2
AplPay,39361affc465a43658680e8a390bb292,2
AplPay,737e87dd38876855a3de81421a03b784,4
Auto:Fuel,737e87dd38876855a3de81421a03b784,1
Auto:Service,1134918a30a364f9c66478be8e639e6f,1
BENTON,ea8decf466de9f6f01618527c84da650,1
BENTONVILLE,7618255a0425418dadc8d4f9cd85d069,1
BODEN,a410d697dc3a21c5fd21c47e04484abd,2
BP#8274714CIRCARY,04b323e67da5747dc8a4c6f1d7c34c51,2
BP#8274714CIRCARY,39361affc465a43658680e8a390bb292,1
CA,04b323e67da5747dc8a4c6f1d7c34c51,3
CA,1a1e807bb6b6ff4bf41a257ea9ca1900,2
CA,2711496eeb942853d98657d6e8160505,1
CA,28c8d0faa224c298f1dc57f9fa4e5b5b,3
CA,2c130384e5932901d35fbd8a2921c964,1
CA,49ac2e2fa75835ca7be95ed7b2368594,3
CA,4af2df95ff46cd6b5085678bbd32ffc6,2
CA,4d9964d3d786173b37a50447e5be910c,1
CA,4e935322252d56aba9d2ceaeed485c12,2
CA,93733f0928be8bab19cd0c90ed71c142,1
CAMPGROUND,737e87dd38876855a3de81421a03b784,1
CAR,1134918a30a364f9c66478be8e639e6f,3
CAR,ccf4cfde29e7cdf7c7d53c106f66f4e9,1
CARE,1134918a30a364f9c66478be8e639e6f,2
CARE,ccf4cfde29e7cdf7c7d53c106f66f4e9,1
CAROLINAS,cbd14a450abe983e94946f643edb14eb,1
CARRBOR,04a7690b02bdb2e539fbd4f85d8f453e,1
CARRBORO,ea8decf466de9f6f01618527c84da650,1
CHAPEL,a6e9a5ca723c36a1fb5ad7f7c954b797,1
CHARGE,1a1e807bb6b6ff4bf41a257ea9ca1900,1
CHARLOTTE,cbd14a450abe983e94946f643edb14eb,1
CHATGPT,1a1e807bb6b6ff4bf41a257ea9ca1900,1
CHECK,4e935322252d56aba9d2ceaeed485c12,1
CHURTON,737e87dd38876855a3de81421a03b784,1
COMMAND,04b323e67da5747dc8a4c6f1d7c34c51,1
COMPUTERS,2c130384e5932901d35fbd8a2921c964,1
CONTRACTORS,ea8decf466de9f6f01618527c84da650,1
CREDIT,a4b36e9041287ae8b70077e5f79cfc08,1
CREDIT,dbc4af845c978c7f15db6ede2fd327b6,6
CSA,4d9964d3d786173b37a50447e5be910c,1
CUSTOMER,4150be562a3bb932de37982edd934161,1
Cash,d9eeb45c18bffff30eb115d2d333501a,1
Cash:Other,04b323e67da5747dc8a4c6f1d7c34c51,17
Cash:Other,28c8d0faa224c298f1dc57f9fa4e5b5b,1
Cash:Preachng,39361affc465a43658680e8a390bb292,1
Charge,17d985883739377953ef76e0210ce0a0,1
Charity-Non,04b323e67da5747dc8a4c6f1d7c34c51,17
Charity-Non,28c8d0faa224c298f1dc57f9fa4e5b5b,1
Charity-Non,39361affc465a43658680e8a390bb292,1
Charity-Non,d9eeb45c18bffff30eb115d2d333501a,1
CircusIN,9b40d0be3add476d228f2657a2c45f11,1
Computer,1a1e807bb6b6ff4bf41a257ea9ca1900,2
Connaught,9b40d0be3add476d228f2657a2c45f11,1
DE,cff5657a38c95c1e0ec22be257310a58,1
DELL,7510ed5b524f06f98e90766c00be54b1,1
DEPOT,5a3a00ae715f8d6170a481b2ee6344b0,2
DEPOT,90cae3a62c56e4f550e67111739f194b,1
DEPOT,ea8decf466de9f6f01618527c84da650,3
DHL,7510ed5b524f06f98e90766c00be54b1,1
DIEGO,4d9964d3d786173b37a50447e5be910c,1
DIGITAL,cff5657a38c95c1e0ec22be257310a58,1
DISCOUNT,04a7690b02bdb2e539fbd4f85d8f453e,1
DMV,ccf4cfde29e7cdf7c7d53c106f66f4e9,1
DRI*CRASHPLAN,04b323e67da5747dc8a4c6f1d7c34c51,2
DRI*CRASHPLAN,5ddeea5e01bb2f5783bff1ee1b7c4267,1
DURHAM,1134918a30a364f9c66478be8e639e6f,1
Depot,04b323e67da5747dc8a4c6f1d7c34c51,1
Dining,04a7690b02bdb2e539fbd4f85d8f453e,2
EBAY,93733f0928be8bab19cd0c90ed71c142,1
ELECTRIC,18afc5669c8b71fb1b60a00abd5b5f1c,2
ENERGY,1bef22488183a5b657e8f207c0902a57,2
EXCEL,1134918a30a364f9c66478be8e639e6f,1
EXXONMOBIL,737e87dd38876855a3de81421a03b784,1
Everitt,78834323293642dfbb1c9629a6a6ae5a,1
FI,2711496eeb942853d98657d6e8160505,1
FI,49ac2e2fa75835ca7be95ed7b2368594,3
"FIBERTRONICS,",04b323e67da5747dc8a4c6f1d7c34c51,1
FIBERTRONICS,04b323e67da5747dc8a4c6f1d7c34c51,1
FL,04b323e67da5747dc8a4c6f1d7c34c51,2
FOOD,04a7690b02bdb2e539fbd4f85d8f453e,2
FOODS,04a7690b02bdb2e539fbd4f85d8f453e,3
FOR,04b323e67da5747dc8a4c6f1d7c34c51,2
FOR,5ddeea5e01bb2f5783bff1ee1b7c4267,1
FRANCISC,1a1e807bb6b6ff4bf41a257ea9ca1900,1
FRANCISCO,1a1e807bb6b6ff4bf41a257ea9ca1900,1
FUEL,737e87dd38876855a3de81421a03b784,1
Fees,dbc4af845c978c7f15db6ede2fd327b6,1
Fiorentino,78834323293642dfbb1c9629a6a6ae5a,1
Food,39361affc465a43658680e8a390bb292,1
Friday,04a7690b02bdb2e539fbd4f85d8f453e,1
Friday,04b323e67da5747dc8a4c6f1d7c34c51,9
Friday,1134918a30a364f9c66478be8e639e6f,2
Friday,1a1e807bb6b6ff4bf41a257ea9ca1900,3
Friday,28c8d0faa224c298f1dc57f9fa4e5b5b,1
Friday,39361affc465a43658680e8a390bb292,1
Friday,4150be562a3bb932de37982edd934161,1
Friday,49ac2e2fa75835ca7be95ed7b2368594,1
Friday,4d9964d3d786173b37a50447e5be910c,1
Friday,50937ec957782cd8f18233c508be1737,1
Friday,737e87dd38876855a3de81421a03b784,1
Friday,7618255a0425418dadc8d4f9cd85d069,2
Friday,90cae3a62c56e4f550e67111739f194b,1
Friday,92091bb11c924e2983da7280af016123,5
Friday,93e593ba7d44f59e8fa9fb079b1ed3e2,1
Friday,9583c170669c4320976116d957a28946,1
Friday,a410d697dc3a21c5fd21c47e04484abd,2
Friday,a4b36e9041287ae8b70077e5f79cfc08,4
Friday,cbd14a450abe983e94946f643edb14eb,1
Friday,ccf4cfde29e7cdf7c7d53c106f66f4e9,1
Friday,d7a60cae9fe46db5d0c435cf620d0de5,2
Friday,dbc4af845c978c7f15db6ede2fd327b6,2
Friday,df1e07f21d38182fee90d4e4d737885b,1
Friday,ea8decf466de9f6f01618527c84da650,1
G.CO,49ac2e2fa75835ca7be95ed7b2368594,2
G.CO,49ac2e2fa75835ca7be95ed7b2368594,1
GA,5a3a00ae715f8d6170a481b2ee6344b0,4
GA,90cae3a62c56e4f550e67111739f194b,1
GENERAL,4e935322252d56aba9d2ceaeed485c12,1
GENERAL,737e87dd38876855a3de81421a03b784,2
GOO,49ac2e2fa75835ca7be95ed7b2368594,2
GOOGLE*GOOGLE,49ac2e2fa75835ca7be95ed7b2368594,2
GOOGLE,2711496eeb942853d98657d6e8160505,1
GOOGLE,49ac2e2fa75835ca7be95ed7b2368594,3
GOV*NC,ccf4cfde29e7cdf7c7d53c106f66f4e9,1
GOV*STATE,ccf4cfde29e7cdf7c7d53c106f66f4e9,1
GOVNC,ccf4cfde29e7cdf7c7d53c106f66f4e9,1
GROCERY,04a7690b02bdb2e539fbd4f85d8f453e,3
GROCERY,17d985883739377953ef76e0210ce0a0,1
GROCERY,50937ec957782cd8f18233c508be1737,1
GROCERY,93e593ba7d44f59e8fa9fb079b1ed3e2,1
GROCERY,d7a60cae9fe46db5d0c435cf620d0de5,9
GROCERY,ea8decf466de9f6f01618527c84da650,3
GglPay,04a7690b02bdb2e539fbd4f85d8f453e,1
GglPay,04b323e67da5747dc8a4c6f1d7c34c51,2
GglPay,39361affc465a43658680e8a390bb292,1
GglPay,737e87dd38876855a3de81421a03b784,1
Gopi,78834323293642dfbb1c9629a6a6ae5a,1
H,28c8d0faa224c298f1dc57f9fa4e5b5b,1
HARBOR,ea8decf466de9f6f01618527c84da650,1
HCS,a6e9a5ca723c36a1fb5ad7f7c954b797,1
HELPPAY#,49ac2e2fa75835ca7be95ed7b2368594,2
HILL,a6e9a5ca723c36a1fb5ad7f7c954b797,1
HILLSBOROUGH,04a7690b02bdb2e539fbd4f85d8f453e,1
HILLSBOROUGH,1134918a30a364f9c66478be8e639e6f,2
HILLSBOROUGH,39361affc465a43658680e8a390bb292,2
HILLSBOROUGH,5a3a00ae715f8d6170a481b2ee6344b0,1
HILLSBOROUGH,737e87dd38876855a3de81421a03b784,1
HILLSBOROUGH,ea8decf466de9f6f01618527c84da650,3
HILLSBOROUGHHILLSBOROUGH,77938cc08e29adb674e648a8e493345a,2
HOME,5a3a00ae715f8d6170a481b2ee6344b0,1
HOME,ea8decf466de9f6f01618527c84da650,3
HOMEDEPOT.COM,5a3a00ae715f8d6170a481b2ee6344b0,3
HOUSTON,9b40d0be3add476d228f2657a2c45f11,1
HOUSTON,c82078b55974af68e5b3639d863e984c,1
Household:Other,ea8decf466de9f6f01618527c84da650,8
Household:Other,fbebe35d6201debcb405165a43d66c39,1
IN,28c8d0faa224c298f1dc57f9fa4e5b5b,1
IN,4d9964d3d786173b37a50447e5be910c,1
IN,ea8decf466de9f6f01618527c84da650,1
INC.,04b323e67da5747dc8a4c6f1d7c34c51,3
INC.,1a1e807bb6b6ff4bf41a257ea9ca1900,2
INC.,39361affc465a43658680e8a390bb292,1
INC.,93733f0928be8bab19cd0c90ed71c142,1
INC.,d9eeb45c18bffff30eb115d2d333501a,1
INC,04b323e67da5747dc8a4c6f1d7c34c51,1
INC,28c8d0faa224c298f1dc57f9fa4e5b5b,1
INC,7510ed5b524f06f98e90766c00be54b1,1
INTREX,2c130384e5932901d35fbd8a2921c964,1
INTUIT,4e935322252d56aba9d2ceaeed485c12,2
Interest,17d985883739377953ef76e0210ce0a0,1
Inventory,7618255a0425418dadc8d4f9cd85d069,1
JEFFREY,04a7690b02bdb2e539fbd4f85d8f453e,2
JEFFREY,04b323e67da5747dc8a4c6f1d7c34c51,3
JEFFREY,1134918a30a364f9c66478be8e639e6f,1
JEFFREY,1a1e807bb6b6ff4bf41a257ea9ca1900,2
JEFFREY,737e87dd38876855a3de81421a03b784,3
JEFFREY,7618255a0425418dadc8d4f9cd85d069,4
JEFFREY,9191d48b4f53bbcf904556f0d5a3855c,1
JEFFREY,92091bb11c924e2983da7280af016123,3
JEFFREY,93733f0928be8bab19cd0c90ed71c142,1
JEFFREY,ccf4cfde29e7cdf7c7d53c106f66f4e9,1
JEFFREY,cff5657a38c95c1e0ec22be257310a58,1
JEFFREY,ea8decf466de9f6f01618527c84da650,3
Joe's,04a7690b02bdb2e539fbd4f85d8f453e,1
KINDLE,cff5657a38c95c1e0ec22be257310a58,1
KIRKLAND,1a1e807bb6b6ff4bf41a257ea9ca1900,2
Karan,78834323293642dfbb1c9629a6a6ae5a,1
"LABS,",1a1e807bb6b6ff4bf41a257ea9ca1900,2
LION,04a7690b02bdb2e539fbd4f85d8f453e,2
LOCK,ea8decf466de9f6f01618527c84da650,1
Lion,39361affc465a43658680e8a390bb292,1
MARKEPLACE,04b323e67da5747dc8a4c6f1d7c34c51,18
MARKEPLACE,1134918a30a364f9c66478be8e639e6f,1
MARKEPLACE,1a1e807bb6b6ff4bf41a257ea9ca1900,1
MARKEPLACE,4150be562a3bb932de37982edd934161,1
MARKEPLACE,4d9964d3d786173b37a50447e5be910c,2
MARKEPLACE,7618255a0425418dadc8d4f9cd85d069,3
MARKEPLACE,9191d48b4f53bbcf904556f0d5a3855c,1
MARKEPLACE,a4b36e9041287ae8b70077e5f79cfc08,2
MARKEPLACE,d9eeb45c18bffff30eb115d2d333501a,1
MARKEPLACE,ea8decf466de9f6f01618527c84da650,3
MARKEPLACE,ef115ce59ec47732fca0f66d6e40cb00,2
MARKET,04a7690b02bdb2e539fbd4f85d8f453e,4
MARKETPLACE,04b323e67da5747dc8a4c6f1d7c34c51,1
MARKETPLACE,1134918a30a364f9c66478be8e639e6f,1
MARKETPLACE,1a1e807bb6b6ff4bf41a257ea9ca1900,1
MARKETPLACE,7618255a0425418dadc8d4f9cd85d069,3
MARKETPLACE,9191d48b4f53bbcf904556f0d5a3855c,1
MARKETPLACE,ef115ce59ec47732fca0f66d6e40cb00,2
MART,737e87dd38876855a3de81421a03b784,1
MEBANE,737e87dd38876855a3de81421a03b784,1
MEHILLSBOROUGH,18afc5669c8b71fb1b60a00abd5b5f1c,2
MELBOURNE,04b323e67da5747dc8a4c6f1d7c34c51,1
MELLOTT,ea8decf466de9f6f01618527c84da650,1
MERCHANDISE,4e935322252d56aba9d2ceaeed485c12,1
MI,ea8decf466de9f6f01618527c84da650,1
MKT,28c8d0faa224c298f1dc57f9fa4e5b5b,2
MKTP,df1e07f21d38182fee90d4e4d737885b,1
MKTPLACE,04b323e67da5747dc8a4c6f1d7c34c51,4
MKTPLACE,1a1e807bb6b6ff4bf41a257ea9ca1900,1
MKTPLACE,90cae3a62c56e4f550e67111739f194b,2
MKTPLACE,93e593ba7d44f59e8fa9fb079b1ed3e2,2
MKTPLACE,df1e07f21d38182fee90d4e4d737885b,1
MMEBANE,1bef22488183a5b657e8f207c0902a57,2
MN,5ddeea5e01bb2f5783bff1ee1b7c4267,1
MO,737e87dd38876855a3de81421a03b784,1
MOBILITY,a46f6529260e44fd0af2fd36bc6ad749,1
MORRISVILLE,ea8decf466de9f6f01618527c84da650,1
MR,49ac2e2fa75835ca7be95ed7b2368594,1
MS,4af2df95ff46cd6b5085678bbd32ffc6,1
MURPHY7247ATWMEBANE,737e87dd38876855a3de81421a03b784,1
MYCHART,a6e9a5ca723c36a1fb5ad7f7c954b797,1
Marketplace,04a7690b02bdb2e539fbd4f85d8f453e,1
Marketplace,04b323e67da5747dc8a4c6f1d7c34c51,27
Marketplace,1a1e807bb6b6ff4bf41a257ea9ca1900,5
